condition,gold,idx,mean_logprob,num_answer_tokens,position_count,positions,sum_logprob,task,token_logprobs
patch_random_prompt_03,Goodes,104669_1993.txt_ceo_lastname_84,-7.333545207977295,2,2,"[4532, 6437]",-14.66709041595459,ceo_lastname,"[-10.768288612365723, -3.8988020420074463]"
cache_random_prompt_04,Goodes,104669_1993.txt_ceo_lastname_84,-0.12039069831371307,2,2,"[2923, 6771]",-0.24078139662742615,ceo_lastname,"[-0.24072584509849548, -5.5549986427649856e-05]"
patch_random_prompt_04,Goodes,104669_1993.txt_ceo_lastname_84,-7.345423221588135,2,2,"[2923, 6771]",-14.69084644317627,ceo_lastname,"[-10.771520614624023, -3.919326066970825]"
clean,Gressette,754737_1993.txt_ceo_lastname_200,-0.0010020488407462835,3,3,"[7089, 7090, 7091]",-0.003006146289408207,ceo_lastname,"[-0.002911616349592805, -7.56950321374461e-05, -1.883488948806189e-05]"
qr_ablate,Gressette,754737_1993.txt_ceo_lastname_200,-2.44705867767334,3,0,[],-7.3411760330200195,ceo_lastname,"[-6.34421968460083, -0.902146577835083, -0.09481015801429749]"
cache_answer,Gressette,754737_1993.txt_ceo_lastname_200,-0.0010020488407462835,3,3,"[7089, 7090, 7091]",-0.003006146289408207,ceo_lastname,"[-0.002911616349592805, -7.56950321374461e-05, -1.883488948806189e-05]"
patch_answer,Gressette,754737_1993.txt_ceo_lastname_200,-1.3044378757476807,3,3,"[7089, 7090, 7091]",-3.913313627243042,ceo_lastname,"[-3.909176826477051, -0.002952741924673319, -0.0011838816571980715]"
cache_query,Gressette,754737_1993.txt_ceo_lastname_200,-0.0010020488407462835,3,3,"[7072, 7073, 7074]",-0.003006146289408207,ceo_lastname,"[-0.002911616349592805, -7.56950321374461e-05, -1.883488948806189e-05]"
patch_query,Gressette,754737_1993.txt_ceo_lastname_200,-0.7652239799499512,3,3,"[7072, 7073, 7074]",-2.2956719398498535,ceo_lastname,"[-2.272873878479004, -0.009730291552841663, -0.013067795895040035]"
cache_early_prompt,Gressette,754737_1993.txt_ceo_lastname_200,-0.0010020488407462835,3,3,"[0, 1, 2]",-0.003006146289408207,ceo_lastname,"[-0.002911616349592805, -7.56950321374461e-05, -1.883488948806189e-05]"
patch_early_prompt,Gressette,754737_1993.txt_ceo_lastname_200,-2.4552996158599854,3,3,"[0, 1, 2]",-7.365898609161377,ceo_lastname,"[-6.349892616271973, -0.9188178181648254, -0.09718793630599976]"
cache_random_prompt_00,Gressette,754737_1993.txt_ceo_lastname_200,-0.0010020488407462835,3,3,"[1270, 3919, 6661]",-0.003006146289408207,ceo_lastname,"[-0.002911616349592805, -7.56950321374461e-05, -1.883488948806189e-05]"
patch_random_prompt_00,Gressette,754737_1993.txt_ceo_lastname_200,-2.4489564895629883,3,3,"[1270, 3919, 6661]",-7.346869468688965,ceo_lastname,"[-6.347651481628418, -0.9038872122764587, -0.09533068537712097]"
cache_random_prompt_01,Gressette,754737_1993.txt_ceo_lastname_200,-0.0010020488407462835,3,3,"[2765, 4629, 6213]",-0.003006146289408207,ceo_lastname,"[-0.002911616349592805, -7.56950321374461e-05, -1.883488948806189e-05]"
patch_random_prompt_01,Gressette,754737_1993.txt_ceo_lastname_200,-2.4524190425872803,3,3,"[2765, 4629, 6213]",-7.357256889343262,ceo_lastname,"[-6.351258277893066, -0.9097882509231567, -0.09621025621891022]"
cache_random_prompt_02,Gressette,754737_1993.txt_ceo_lastname_200,-0.0010020488407462835,3,3,"[340, 763, 6997]",-0.003006146289408207,ceo_lastname,"[-0.002911616349592805, -7.56950321374461e-05, -1.883488948806189e-05]"
patch_random_prompt_02,Gressette,754737_1993.txt_ceo_lastname_200,-2.4524011611938477,3,3,"[340, 763, 6997]",-7.357203006744385,ceo_lastname,"[-6.350430488586426, -0.9114765524864197, -0.09529578685760498]"
cache_random_prompt_03,Gressette,754737_1993.txt_ceo_lastname_200,-0.0010020488407462835,3,3,"[3446, 5288, 6993]",-0.003006146289408207,ceo_lastname,"[-0.002911616349592805, -7.56950321374461e-05, -1.883488948806189e-05]"
patch_random_prompt_03,Gressette,754737_1993.txt_ceo_lastname_200,-2.4509828090667725,3,3,"[3446, 5288, 6993]",-7.352948188781738,ceo_lastname,"[-6.347431182861328, -0.9092377424240112, -0.09627890586853027]"
cache_random_prompt_04,Gressette,754737_1993.txt_ceo_lastname_200,-0.0010020488407462835,3,3,"[714, 1041, 5205]",-0.003006146289408207,ceo_lastname,"[-0.002911616349592805, -7.56950321374461e-05, -1.883488948806189e-05]"
patch_random_prompt_04,Gressette,754737_1993.txt_ceo_lastname_200,-2.4493041038513184,3,3,"[714, 1041, 5205]",-7.347912311553955,ceo_lastname,"[-6.347386360168457, -0.9058002233505249, -0.09472579509019852]"
clean,Lenzie,71180_1993.txt_ceo_lastname_215,-0.00037376716500148177,2,2,"[7069, 7070]",-0.0007475343300029635,ceo_lastname,"[-0.0002924968139268458, -0.00045503751607611775]"
qr_ablate,Lenzie,71180_1993.txt_ceo_lastname_215,-5.110004901885986,2,0,[],-10.220009803771973,ceo_lastname,"[-10.191954612731934, -0.028055259957909584]"
cache_answer,Lenzie,71180_1993.txt_ceo_lastname_215,-0.00037376716500148177,2,2,"[7069, 7070]",-0.0007475343300029635,ceo_lastname,"[-0.0002924968139268458, -0.00045503751607611775]"
patch_answer,Lenzie,71180_1993.txt_ceo_lastname_215,-1.0782719850540161,2,2,"[7069, 7070]",-2.1565439701080322,ceo_lastname,"[-2.1545403003692627, -0.0020036876667290926]"
cache_query,Lenzie,71180_1993.txt_ceo_lastname_215,-0.00037376716500148177,2,2,"[7053, 7054]",-0.0007475343300029635,ceo_lastname,"[-0.0002924968139268458, -0.00045503751607611775]"
patch_query,Lenzie,71180_1993.txt_ceo_lastname_215,-0.5475554466247559,2,2,"[7053, 7054]",-1.0951108932495117,ceo_lastname,"[-1.0787146091461182, -0.016396310180425644]"
cache_early_prompt,Lenzie,71180_1993.txt_ceo_lastname_215,-0.00037376716500148177,2,2,"[0, 1]",-0.0007475343300029635,ceo_lastname,"[-0.0002924968139268458, -0.00045503751607611775]"
patch_early_prompt,Lenzie,71180_1993.txt_ceo_lastname_215,-5.10037088394165,2,2,"[0, 1]",-10.2007417678833,ceo_lastname,"[-10.173004150390625, -0.027737613767385483]"
cache_random_prompt_00,Lenzie,71180_1993.txt_ceo_lastname_215,-0.00037376716500148177,2,2,"[4002, 5882]",-0.0007475343300029635,ceo_lastname,"[-0.0002924968139268458, -0.00045503751607611775]"
patch_random_prompt_00,Lenzie,71180_1993.txt_ceo_lastname_215,-5.110174179077148,2,2,"[4002, 5882]",-10.220348358154297,ceo_lastname,"[-10.192292213439941, -0.028055839240550995]"
cache_random_prompt_01,Lenzie,71180_1993.txt_ceo_lastname_215,-0.00037376716500148177,2,2,"[156, 6529]",-0.0007475343300029635,ceo_lastname,"[-0.0002924968139268458, -0.00045503751607611775]"
patch_random_prompt_01,Lenzie,71180_1993.txt_ceo_lastname_215,-5.111595630645752,2,2,"[156, 6529]",-10.223191261291504,ceo_lastname,"[-10.195143699645996, -0.028047146275639534]"
cache_random_prompt_02,Lenzie,71180_1993.txt_ceo_lastname_215,-0.00037376716500148177,2,2,"[469, 1719]",-0.0007475343300029635,ceo_lastname,"[-0.0002924968139268458, -0.00045503751607611775]"
patch_random_prompt_02,Lenzie,71180_1993.txt_ceo_lastname_215,-5.109929084777832,2,2,"[469, 1719]",-10.219858169555664,ceo_lastname,"[-10.191732406616211, -0.02812538482248783]"
cache_random_prompt_03,Lenzie,71180_1993.txt_ceo_lastname_215,-0.00037376716500148177,2,2,"[209, 3882]",-0.0007475343300029635,ceo_lastname,"[-0.0002924968139268458, -0.00045503751607611775]"
patch_random_prompt_03,Lenzie,71180_1993.txt_ceo_lastname_215,-5.106306076049805,2,2,"[209, 3882]",-10.21261215209961,ceo_lastname,"[-10.18449878692627, -0.028113098815083504]"
cache_random_prompt_04,Lenzie,71180_1993.txt_ceo_lastname_215,-0.00037376716500148177,2,2,"[166, 957]",-0.0007475343300029635,ceo_lastname,"[-0.0002924968139268458, -0.00045503751607611775]"
patch_random_prompt_04,Lenzie,71180_1993.txt_ceo_lastname_215,-5.110607147216797,2,2,"[166, 957]",-10.221214294433594,ceo_lastname,"[-10.193117141723633, -0.028097568079829216]"
clean,Allender,34501_1993.txt_ceo_lastname_220,-0.00020542179117910564,2,2,"[7047, 7048]",-0.0004108435823582113,ceo_lastname,"[-0.0003746046277228743, -3.6238969187252223e-05]"
qr_ablate,Allender,34501_1993.txt_ceo_lastname_220,-5.334306716918945,2,0,[],-10.66861343383789,ceo_lastname,"[-10.064332962036133, -0.6042799949645996]"
cache_answer,Allender,34501_1993.txt_ceo_lastname_220,-0.00020542179117910564,2,2,"[7047, 7048]",-0.0004108435823582113,ceo_lastname,"[-0.0003746046277228743, -3.6238969187252223e-05]"
patch_answer,Allender,34501_1993.txt_ceo_lastname_220,-1.6337882280349731,2,2,"[7047, 7048]",-3.2675764560699463,ceo_lastname,"[-3.2543444633483887, -0.013232038356363773]"
cache_query,Allender,34501_1993.txt_ceo_lastname_220,-0.00020542179117910564,2,2,"[7031, 7032]",-0.0004108435823582113,ceo_lastname,"[-0.0003746046277228743, -3.6238969187252223e-05]"
patch_query,Allender,34501_1993.txt_ceo_lastname_220,-0.949377179145813,2,2,"[7031, 7032]",-1.898754358291626,ceo_lastname,"[-1.876143455505371, -0.022610949352383614]"
cache_early_prompt,Allender,34501_1993.txt_ceo_lastname_220,-0.00020542179117910564,2,2,"[0, 1]",-0.0004108435823582113,ceo_lastname,"[-0.0003746046277228743, -3.6238969187252223e-05]"
patch_early_prompt,Allender,34501_1993.txt_ceo_lastname_220,-5.332749366760254,2,2,"[0, 1]",-10.665498733520508,ceo_lastname,"[-10.054912567138672, -0.6105864644050598]"
cache_random_prompt_00,Allender,34501_1993.txt_ceo_lastname_220,-0.00020542179117910564,2,2,"[2295, 2483]",-0.0004108435823582113,ceo_lastname,"[-0.0003746046277228743, -3.6238969187252223e-05]"
patch_random_prompt_00,Allender,34501_1993.txt_ceo_lastname_220,-5.339502811431885,2,2,"[2295, 2483]",-10.67900562286377,ceo_lastname,"[-10.068148612976074, -0.6108571290969849]"
cache_random_prompt_01,Allender,34501_1993.txt_ceo_lastname_220,-0.00020542179117910564,2,2,"[278, 2857]",-0.0004108435823582113,ceo_lastname,"[-0.0003746046277228743, -3.6238969187252223e-05]"
patch_random_prompt_01,Allender,34501_1993.txt_ceo_lastname_220,-5.335673809051514,2,2,"[278, 2857]",-10.671347618103027,ceo_lastname,"[-10.065763473510742, -0.6055839657783508]"
cache_random_prompt_02,Allender,34501_1993.txt_ceo_lastname_220,-0.00020542179117910564,2,2,"[1239, 6189]",-0.0004108435823582113,ceo_lastname,"[-0.0003746046277228743, -3.6238969187252223e-05]"
patch_random_prompt_02,Allender,34501_1993.txt_ceo_lastname_220,-5.333476543426514,2,2,"[1239, 6189]",-10.666953086853027,ceo_lastname,"[-10.063632011413574, -0.6033212542533875]"
cache_random_prompt_03,Allender,34501_1993.txt_ceo_lastname_220,-0.00020542179117910564,2,2,"[525, 2184]",-0.0004108435823582113,ceo_lastname,"[-0.0003746046277228743, -3.6238969187252223e-05]"
patch_random_prompt_03,Allender,34501_1993.txt_ceo_lastname_220,-5.338845729827881,2,2,"[525, 2184]",-10.677691459655762,ceo_lastname,"[-10.074304580688477, -0.6033869981765747]"
cache_random_prompt_04,Allender,34501_1993.txt_ceo_lastname_220,-0.00020542179117910564,2,2,"[1279, 4079]",-0.0004108435823582113,ceo_lastname,"[-0.0003746046277228743, -3.6238969187252223e-05]"
patch_random_prompt_04,Allender,34501_1993.txt_ceo_lastname_220,-5.338392734527588,2,2,"[1279, 4079]",-10.676785469055176,ceo_lastname,"[-10.072376251220703, -0.6044095158576965]"
clean,Zandman,103730_1993.txt_ceo_lastname_6,-0.0004000574117526412,3,3,"[7079, 7080, 7081]",-0.0012001722352579236,ceo_lastname,"[-0.0011132716899737716, -7.724463648628443e-05, -9.65590606938349e-06]"
qr_ablate,Zandman,103730_1993.txt_ceo_lastname_6,-1.317103385925293,3,0,[],-3.951310157775879,ceo_lastname,"[-3.2235727310180664, -0.7206505537033081, -0.007086973171681166]"
cache_answer,Zandman,103730_1993.txt_ceo_lastname_6,-0.0004000574117526412,3,3,"[7079, 7080, 7081]",-0.0012001722352579236,ceo_lastname,"[-0.0011132716899737716, -7.724463648628443e-05, -9.65590606938349e-06]"
patch_answer,Zandman,103730_1993.txt_ceo_lastname_6,-0.3546653389930725,3,3,"[7079, 7080, 7081]",-1.0639959573745728,ceo_lastname,"[-1.0552000999450684, -0.008499637246131897, -0.0002961912250611931]"
cache_query,Zandman,103730_1993.txt_ceo_lastname_6,-0.0004000574117526412,3,3,"[7062, 7063, 7064]",-0.0012001722352579236,ceo_lastname,"[-0.0011132716899737716, -7.724463648628443e-05, -9.65590606938349e-06]"
patch_query,Zandman,103730_1993.txt_ceo_lastname_6,-0.15698163211345673,3,3,"[7062, 7063, 7064]",-0.470944881439209,ceo_lastname,"[-0.41789647936820984, -0.05162962153553963, -0.0014187756460160017]"
cache_early_prompt,Zandman,103730_1993.txt_ceo_lastname_6,-0.0004000574117526412,3,3,"[0, 1, 2]",-0.0012001722352579236,ceo_lastname,"[-0.0011132716899737716, -7.724463648628443e-05, -9.65590606938349e-06]"
patch_early_prompt,Zandman,103730_1993.txt_ceo_lastname_6,-1.3102915287017822,3,3,"[0, 1, 2]",-3.9308743476867676,ceo_lastname,"[-3.213317394256592, -0.710464358329773, -0.007092418149113655]"
cache_random_prompt_00,Zandman,103730_1993.txt_ceo_lastname_6,-0.0004000574117526412,3,3,"[3591, 5325, 6099]",-0.0012001722352579236,ceo_lastname,"[-0.0011132716899737716, -7.724463648628443e-05, -9.65590606938349e-06]"
patch_random_prompt_00,Zandman,103730_1993.txt_ceo_lastname_6,-1.3122742176055908,3,3,"[3591, 5325, 6099]",-3.9368226528167725,ceo_lastname,"[-3.2309391498565674, -0.6988261342048645, -0.00705749960616231]"
cache_random_prompt_01,Zandman,103730_1993.txt_ceo_lastname_6,-0.0004000574117526412,3,3,"[850, 1091, 5808]",-0.0012001722352579236,ceo_lastname,"[-0.0011132716899737716, -7.724463648628443e-05, -9.65590606938349e-06]"
patch_random_prompt_01,Zandman,103730_1993.txt_ceo_lastname_6,-1.3091565370559692,3,3,"[850, 1091, 5808]",-3.927469491958618,ceo_lastname,"[-3.209209442138672, -0.7112743258476257, -0.006985645741224289]"
cache_random_prompt_02,Zandman,103730_1993.txt_ceo_lastname_6,-0.0004000574117526412,3,3,"[2653, 3080, 5332]",-0.0012001722352579236,ceo_lastname,"[-0.0011132716899737716, -7.724463648628443e-05, -9.65590606938349e-06]"
patch_random_prompt_02,Zandman,103730_1993.txt_ceo_lastname_6,-1.3279322385787964,3,3,"[2653, 3080, 5332]",-3.9837965965270996,ceo_lastname,"[-3.2581675052642822, -0.7185181379318237, -0.007110764738172293]"
cache_random_prompt_03,Zandman,103730_1993.txt_ceo_lastname_6,-0.0004000574117526412,3,3,"[1717, 3741, 6150]",-0.0012001722352579236,ceo_lastname,"[-0.0011132716899737716, -7.724463648628443e-05, -9.65590606938349e-06]"
patch_random_prompt_03,Zandman,103730_1993.txt_ceo_lastname_6,-1.3115648031234741,3,3,"[1717, 3741, 6150]",-3.934694290161133,ceo_lastname,"[-3.2076761722564697, -0.7198759913444519, -0.0071420129388570786]"
cache_random_prompt_04,Zandman,103730_1993.txt_ceo_lastname_6,-0.0004000574117526412,3,3,"[254, 1975, 5030]",-0.0012001722352579236,ceo_lastname,"[-0.0011132716899737716, -7.724463648628443e-05, -9.65590606938349e-06]"
patch_random_prompt_04,Zandman,103730_1993.txt_ceo_lastname_6,-1.316429615020752,3,3,"[254, 1975, 5030]",-3.949288845062256,ceo_lastname,"[-3.2205164432525635, -0.7216134071350098, -0.007159056607633829]"
clean,Ross,277509_1993.txt_ceo_lastname_228,-0.001358658540993929,1,1,[7076],-0.001358658540993929,ceo_lastname,[-0.001358658540993929]
qr_ablate,Ross,277509_1993.txt_ceo_lastname_228,-5.4960198402404785,1,0,[],-5.4960198402404785,ceo_lastname,[-5.4960198402404785]
cache_answer,Ross,277509_1993.txt_ceo_lastname_228,-0.001358658540993929,1,1,[7076],-0.001358658540993929,ceo_lastname,[-0.001358658540993929]
patch_answer,Ross,277509_1993.txt_ceo_lastname_228,-1.0933263301849365,1,1,[7076],-1.0933263301849365,ceo_lastname,[-1.0933263301849365]
cache_query,Ross,277509_1993.txt_ceo_lastname_228,-0.001358658540993929,1,1,[7061],-0.001358658540993929,ceo_lastname,[-0.001358658540993929]
patch_query,Ross,277509_1993.txt_ceo_lastname_228,-2.901461601257324,1,1,[7061],-2.901461601257324,ceo_lastname,[-2.901461601257324]
cache_early_prompt,Ross,277509_1993.txt_ceo_lastname_228,-0.001358658540993929,1,1,[0],-0.001358658540993929,ceo_lastname,[-0.001358658540993929]
patch_early_prompt,Ross,277509_1993.txt_ceo_lastname_228,-5.475386619567871,1,1,[0],-5.475386619567871,ceo_lastname,[-5.475386619567871]
cache_random_prompt_00,Ross,277509_1993.txt_ceo_lastname_228,-0.001358658540993929,1,1,[3931],-0.001358658540993929,ceo_lastname,[-0.001358658540993929]
patch_random_prompt_00,Ross,277509_1993.txt_ceo_lastname_228,-5.4813361167907715,1,1,[3931],-5.4813361167907715,ceo_lastname,[-5.4813361167907715]
cache_random_prompt_01,Ross,277509_1993.txt_ceo_lastname_228,-0.001358658540993929,1,1,[3845],-0.001358658540993929,ceo_lastname,[-0.001358658540993929]
patch_random_prompt_01,Ross,277509_1993.txt_ceo_lastname_228,-5.480865955352783,1,1,[3845],-5.480865955352783,ceo_lastname,[-5.480865955352783]
cache_random_prompt_02,Ross,277509_1993.txt_ceo_lastname_228,-0.001358658540993929,1,1,[6184],-0.001358658540993929,ceo_lastname,[-0.001358658540993929]
patch_random_prompt_02,Ross,277509_1993.txt_ceo_lastname_228,-5.48020601272583,1,1,[6184],-5.48020601272583,ceo_lastname,[-5.48020601272583]
cache_random_prompt_03,Ross,277509_1993.txt_ceo_lastname_228,-0.001358658540993929,1,1,[4022],-0.001358658540993929,ceo_lastname,[-0.001358658540993929]
patch_random_prompt_03,Ross,277509_1993.txt_ceo_lastname_228,-5.488575458526611,1,1,[4022],-5.488575458526611,ceo_lastname,[-5.488575458526611]
cache_random_prompt_04,Ross,277509_1993.txt_ceo_lastname_228,-0.001358658540993929,1,1,[1906],-0.001358658540993929,ceo_lastname,[-0.001358658540993929]
patch_random_prompt_04,Ross,277509_1993.txt_ceo_lastname_228,-5.488676071166992,1,1,[1906],-5.488676071166992,ceo_lastname,[-5.488676071166992]
clean,McCraw,37748_1993.txt_ceo_lastname_63,-0.07395684719085693,2,2,"[7119, 7120]",-0.14791369438171387,ceo_lastname,"[-0.14786601066589355, -4.768258077092469e-05]"
qr_ablate,McCraw,37748_1993.txt_ceo_lastname_63,-3.872650384902954,2,0,[],-7.745300769805908,ceo_lastname,"[-7.627179145812988, -0.11812163889408112]"
cache_answer,McCraw,37748_1993.txt_ceo_lastname_63,-0.07395684719085693,2,2,"[7119, 7120]",-0.14791369438171387,ceo_lastname,"[-0.14786601066589355, -4.768258077092469e-05]"
patch_answer,McCraw,37748_1993.txt_ceo_lastname_63,-2.101288080215454,2,2,"[7119, 7120]",-4.202576160430908,ceo_lastname,"[-4.198556900024414, -0.004019041080027819]"
cache_query,McCraw,37748_1993.txt_ceo_lastname_63,-0.07395684719085693,2,2,"[7103, 7104]",-0.14791369438171387,ceo_lastname,"[-0.14786601066589355, -4.768258077092469e-05]"
patch_query,McCraw,37748_1993.txt_ceo_lastname_63,-2.2991669178009033,2,2,"[7103, 7104]",-4.598333835601807,ceo_lastname,"[-4.5396013259887695, -0.058732423931360245]"
cache_early_prompt,McCraw,37748_1993.txt_ceo_lastname_63,-0.07395684719085693,2,2,"[0, 1]",-0.14791369438171387,ceo_lastname,"[-0.14786601066589355, -4.768258077092469e-05]"
patch_early_prompt,McCraw,37748_1993.txt_ceo_lastname_63,-3.8780746459960938,2,2,"[0, 1]",-7.7561492919921875,ceo_lastname,"[-7.63527774810791, -0.12087134271860123]"
cache_random_prompt_00,McCraw,37748_1993.txt_ceo_lastname_63,-0.07395684719085693,2,2,"[3655, 6809]",-0.14791369438171387,ceo_lastname,"[-0.14786601066589355, -4.768258077092469e-05]"
patch_random_prompt_00,McCraw,37748_1993.txt_ceo_lastname_63,-3.868577480316162,2,2,"[3655, 6809]",-7.737154960632324,ceo_lastname,"[-7.619289398193359, -0.11786557734012604]"
cache_random_prompt_01,McCraw,37748_1993.txt_ceo_lastname_63,-0.07395684719085693,2,2,"[385, 4023]",-0.14791369438171387,ceo_lastname,"[-0.14786601066589355, -4.768258077092469e-05]"
patch_random_prompt_01,McCraw,37748_1993.txt_ceo_lastname_63,-3.8691978454589844,2,2,"[385, 4023]",-7.738395690917969,ceo_lastname,"[-7.620159149169922, -0.11823677271604538]"
cache_random_prompt_02,McCraw,37748_1993.txt_ceo_lastname_63,-0.07395684719085693,2,2,"[25, 2678]",-0.14791369438171387,ceo_lastname,"[-0.14786601066589355, -4.768258077092469e-05]"
patch_random_prompt_02,McCraw,37748_1993.txt_ceo_lastname_63,-3.893024206161499,2,2,"[25, 2678]",-7.786048412322998,ceo_lastname,"[-7.669647216796875, -0.1164010539650917]"
cache_random_prompt_03,McCraw,37748_1993.txt_ceo_lastname_63,-0.07395684719085693,2,2,"[666, 6997]",-0.14791369438171387,ceo_lastname,"[-0.14786601066589355, -4.768258077092469e-05]"
patch_random_prompt_03,McCraw,37748_1993.txt_ceo_lastname_63,-3.8778810501098633,2,2,"[666, 6997]",-7.755762100219727,ceo_lastname,"[-7.6404314041137695, -0.1153307855129242]"
cache_random_prompt_04,McCraw,37748_1993.txt_ceo_lastname_63,-0.07395684719085693,2,2,"[53, 6218]",-0.14791369438171387,ceo_lastname,"[-0.14786601066589355, -4.768258077092469e-05]"
patch_random_prompt_04,McCraw,37748_1993.txt_ceo_lastname_63,-3.868783950805664,2,2,"[53, 6218]",-7.737567901611328,ceo_lastname,"[-7.62000846862793, -0.11755921691656113]"
clean,Bogle,801124_1993.txt_ceo_lastname_134,-0.0008959175902418792,2,2,"[6816, 6817]",-0.0017918351804837584,ceo_lastname,"[-0.0016875325236469507, -0.00010430268594063818]"
qr_ablate,Bogle,801124_1993.txt_ceo_lastname_134,-2.386334180831909,2,0,[],-4.772668361663818,ceo_lastname,"[-4.575439929962158, -0.1972283273935318]"
cache_answer,Bogle,801124_1993.txt_ceo_lastname_134,-0.0008959175902418792,2,2,"[6816, 6817]",-0.0017918351804837584,ceo_lastname,"[-0.0016875325236469507, -0.00010430268594063818]"
patch_answer,Bogle,801124_1993.txt_ceo_lastname_134,-0.7933132648468018,2,2,"[6816, 6817]",-1.5866265296936035,ceo_lastname,"[-1.581303596496582, -0.005322927143424749]"
cache_query,Bogle,801124_1993.txt_ceo_lastname_134,-0.0008959175902418792,2,2,"[6800, 6801]",-0.0017918351804837584,ceo_lastname,"[-0.0016875325236469507, -0.00010430268594063818]"
patch_query,Bogle,801124_1993.txt_ceo_lastname_134,-0.762382984161377,2,2,"[6800, 6801]",-1.524765968322754,ceo_lastname,"[-1.5199198722839355, -0.004846136085689068]"
cache_early_prompt,Bogle,801124_1993.txt_ceo_lastname_134,-0.0008959175902418792,2,2,"[0, 1]",-0.0017918351804837584,ceo_lastname,"[-0.0016875325236469507, -0.00010430268594063818]"
patch_early_prompt,Bogle,801124_1993.txt_ceo_lastname_134,-2.384638786315918,2,2,"[0, 1]",-4.769277572631836,ceo_lastname,"[-4.573483467102051, -0.19579416513442993]"
cache_random_prompt_00,Bogle,801124_1993.txt_ceo_lastname_134,-0.0008959175902418792,2,2,"[1432, 3554]",-0.0017918351804837584,ceo_lastname,"[-0.0016875325236469507, -0.00010430268594063818]"
patch_random_prompt_00,Bogle,801124_1993.txt_ceo_lastname_134,-2.3823776245117188,2,2,"[1432, 3554]",-4.7647552490234375,ceo_lastname,"[-4.5674147605896, -0.19734038412570953]"
cache_random_prompt_01,Bogle,801124_1993.txt_ceo_lastname_134,-0.0008959175902418792,2,2,"[434, 2266]",-0.0017918351804837584,ceo_lastname,"[-0.0016875325236469507, -0.00010430268594063818]"
patch_random_prompt_01,Bogle,801124_1993.txt_ceo_lastname_134,-2.3852407932281494,2,2,"[434, 2266]",-4.770481586456299,ceo_lastname,"[-4.573107719421387, -0.19737374782562256]"
cache_random_prompt_02,Bogle,801124_1993.txt_ceo_lastname_134,-0.0008959175902418792,2,2,"[2461, 6598]",-0.0017918351804837584,ceo_lastname,"[-0.0016875325236469507, -0.00010430268594063818]"
patch_random_prompt_02,Bogle,801124_1993.txt_ceo_lastname_134,-2.3842663764953613,2,2,"[2461, 6598]",-4.768532752990723,ceo_lastname,"[-4.574033260345459, -0.194499671459198]"
cache_random_prompt_03,Bogle,801124_1993.txt_ceo_lastname_134,-0.0008959175902418792,2,2,"[4617, 5094]",-0.0017918351804837584,ceo_lastname,"[-0.0016875325236469507, -0.00010430268594063818]"
patch_random_prompt_03,Bogle,801124_1993.txt_ceo_lastname_134,-2.3836658000946045,2,2,"[4617, 5094]",-4.767331600189209,ceo_lastname,"[-4.572843074798584, -0.19448839128017426]"
cache_random_prompt_04,Bogle,801124_1993.txt_ceo_lastname_134,-0.0008959175902418792,2,2,"[4409, 5097]",-0.0017918351804837584,ceo_lastname,"[-0.0016875325236469507, -0.00010430268594063818]"
patch_random_prompt_04,Bogle,801124_1993.txt_ceo_lastname_134,-2.385936737060547,2,2,"[4409, 5097]",-4.771873474121094,ceo_lastname,"[-4.574630260467529, -0.19724339246749878]"
clean,Peterson,859257_1993.txt_ceo_lastname_146,-0.012589940801262856,2,2,"[7013, 7014]",-0.02517988160252571,ceo_lastname,"[-0.025170940905809402, -8.940656698541716e-06]"
qr_ablate,Peterson,859257_1993.txt_ceo_lastname_146,-4.548727035522461,2,0,[],-9.097454071044922,ceo_lastname,"[-9.049213409423828, -0.04824081063270569]"
cache_answer,Peterson,859257_1993.txt_ceo_lastname_146,-0.012589940801262856,2,2,"[7013, 7014]",-0.02517988160252571,ceo_lastname,"[-0.025170940905809402, -8.940656698541716e-06]"
patch_answer,Peterson,859257_1993.txt_ceo_lastname_146,-2.3104209899902344,2,2,"[7013, 7014]",-4.620841979980469,ceo_lastname,"[-4.6200103759765625, -0.0008313775178976357]"
cache_query,Peterson,859257_1993.txt_ceo_lastname_146,-0.012589940801262856,2,2,"[6997, 6998]",-0.02517988160252571,ceo_lastname,"[-0.025170940905809402, -8.940656698541716e-06]"
patch_query,Peterson,859257_1993.txt_ceo_lastname_146,-0.6432504653930664,2,2,"[6997, 6998]",-1.2865009307861328,ceo_lastname,"[-1.2863205671310425, -0.00018034738604910672]"
cache_early_prompt,Peterson,859257_1993.txt_ceo_lastname_146,-0.012589940801262856,2,2,"[0, 1]",-0.02517988160252571,ceo_lastname,"[-0.025170940905809402, -8.940656698541716e-06]"
patch_early_prompt,Peterson,859257_1993.txt_ceo_lastname_146,-4.5555596351623535,2,2,"[0, 1]",-9.111119270324707,ceo_lastname,"[-9.062690734863281, -0.04842822626233101]"
cache_random_prompt_00,Peterson,859257_1993.txt_ceo_lastname_146,-0.012589940801262856,2,2,"[1121, 5675]",-0.02517988160252571,ceo_lastname,"[-0.025170940905809402, -8.940656698541716e-06]"
patch_random_prompt_00,Peterson,859257_1993.txt_ceo_lastname_146,-4.530109882354736,2,2,"[1121, 5675]",-9.060219764709473,ceo_lastname,"[-9.014928817749023, -0.04529105871915817]"
